,GPH_code,QGIS_PlaceName,start_year,end_year,GPH_status,sovereign_GPH_code
886,7784.0,Mawkmai,1887,1948.0,Protectorate of,200.0
887,7785.0,Mong Pawn,1887,1948.0,Protectorate of,200.0
888,7786.0,Mong Sit,1887,1948.0,Protectorate of,200.0
889,7787.0,Mong Pan,1887,1948.0,Protectorate of,200.0
890,7789.0,Mong Nawng,1887,1948.0,Protectorate of,200.0
891,7790.0,Kehsi Mansam,1887,1948.0,Protectorate of,200.0
892,7791.0,Keng Lon,1887,1926.0,Protectorate of,200.0
893,7792.0,Mong Hsu,1887,1948.0,Protectorate of,200.0
894,7793.0,Keng Tung,1887,1948.0,Protectorate of,200.0
895,7794.0,Hsawnghsup,1887,1948.0,Protectorate of,200.0
896,7795.0,Singkaling Hkamti,1887,1948.0,Protectorate of,200.0
897,7796.0,Mong Mit,1887,1948.0,Protectorate of,200.0
898,7797.0,Hkamti Long,1887,1948.0,Protectorate of,200.0
899,7798.0,Western Karenni,1875,1948.0,Protectorate of,200.0
900,7799.0,Kantarawadi (Eastern Karenni),1885,1948.0,Protectorate of,200.0
901,7910.0,Tibet,1912,1951.0,Sovereign (unrecognized),
902,8001.0,Chiang Mai (Lan-na),1816,2020.0,Part of,800.0
903,8002.0,Pattani,1817,2020.0,Part of,800.0
904,8121.0,Vientiane,1893,1949.0,Part of,810.0
905,8122.0,Luang Prabang (Lan Sang),1893,1949.0,Part of,810.0
906,8123.0,Xiangkhouang,1893,1949.0,Part of,810.0
907,8151.0,Cochin China,1887,1949.0,Part of,810.0
908,8152.0,Annam,1887,1949.0,Part of,810.0
909,8153.0,Tonkin,1887,1949.0,Part of,810.0
910,8171.0,Paracel Is.,1816,1945.0,Claimed by,710.0
911,8201.0,Perak,1895,1946.0,Part of,821.0
912,8202.0,Selangore,1895,1946.0,Part of,821.0
913,8203.0,Pahang,1895,1946.0,Part of,821.0
914,8210.0,Negeri Sembilan,1895,1946.0,Part of,821.0
915,8211.0,Seremban (Songei Ujong),1874,2020.0,Part of,8210.0
916,8212.0,Rembau,1889,2020.0,Part of,8210.0
917,8213.0,Seri Menanti,1878,2020.0,Part of,8210.0
918,8214.0,Ulu Muar,1878,2020.0,Part of,8210.0
919,8215.0,Jempol,1878,2020.0,Part of,8210.0
920,8216.0,Johol,1878,2020.0,Part of,8210.0
921,8217.0,Tampin,1889,2020.0,Part of,8210.0
922,8222.0,Kedah,1909,1942.0,Protectorate of,200.0
923,8223.0,Kelantan,1909,1942.0,Protectorate of,200.0
924,8224.0,Perlis,1909,1942.0,Protectorate of,200.0
925,8225.0,Trengganu,1909,1942.0,Protectorate of,200.0
926,8231.0,Labuan I.,1907,1946.0,Part of,827.0
927,8271.0,Malacca,1826,1946.0,Part of,827.0
928,8272.0,Penang,1826,1946.0,Part of,827.0
929,8401.0,Sulu Sultanate,1903,1915.0,Protectorate of,2.0
930,8402.0,Bohol,1829,2020.0,Part of,840.0
931,8403.0,Mindanao,1816,1977.0,Part of,840.0
932,8525.0,Sambas,1818,1949.0,Part of,850.0
933,8531.0,Atjeh,1903,1949.0,Part of,850.0
934,8532.0,Deli,1872,1949.0,Part of,850.0
935,8533.0,Siak,1816,1946.0,Part of,8551.0
936,8534.0,Minangkabau (Melayu),1837,1949.0,Part of,850.0
937,8535.0,Kulon,1824,1949.0,Part of,850.0
938,8536.0,Jambi,1834,1949.0,Part of,850.0
939,8537.0,Palembang,1825,1949.0,Part of,850.0
940,8538.0,Kutai,1844,1949.0,Part of,850.0
941,8539.0,Toraja,1907,1949.0,Part of,850.0
942,8541.0,Bali,1856,1949.0,Part of,850.0
943,8542.0,Lombok,1894,1949.0,Part of,850.0
944,8543.0,Banjermassin,1861,1949.0,Part of,850.0
945,8544.0,Riau,1844,1949.0,Part of,850.0
946,8545.0,Tapanuli Selatan (Angkola),1832,1949.0,Part of,850.0
947,8546.0,Mandailing,1832,1949.0,Part of,850.0
948,8547.0,Tapanuli,1840,1949.0,Part of,850.0
949,8548.0,Lampung,1816,1949.0,Part of,850.0
950,8549.0,Buni,1859,1949.0,Part of,850.0
951,8551.0,Indrapura,1861,1946.0,Part of,850.0
952,8552.0,Bone,1905,1949.0,Part of,850.0
953,8553.0,Gowa,1911,1949.0,Part of,850.0
954,8554.0,Luwu,1861,1949.0,Part of,850.0
955,8555.0,Bencoolen,1825,1949.0,Part of,850.0
956,8560.0,Buleleng,1856,1949.0,Part of,850.0
957,8561.0,Jembrana,1856,1949.0,Part of,850.0
958,9001.0,Christmas I.,1889,1942.0,Part of,827.0
959,9002.0,Cocos (Keeling) Is.,1882,1942.0,Part of,827.0
960,9003.0,Coral Sea Is.,1901,1969.0,Part of,900.0
961,9004.0,Norfolk I.,1816,1920.0,Colony of,200.0
962,9005.0,Heard and McDonald Is.,1853,1947.0,Possession of,200.0
963,9006.0,Macquarie I.,1901,2020.0,Possession of,900.0
964,9007.0,Lord Howe I.,1816,1919.0,Possession of,200.0
965,9008.0,Ashmore and Cartier Is,1878,1931.0,Possession of,200.0
966,9201.0,Tokelau Is.,1877,1916.0,Protectorate of,200.0
967,9202.0,Kermadec Is.,1883,2020.0,Possession of,920.0
968,9203.0,Chatham Is.,1842,2020.0,Possession of,920.0
969,9204.0,Bounty Is.,1816,1919.0,Discovered,
970,9205.0,Auckland Is.,1842,2020.0,Possession of,920.0
971,9206.0,Campbell I.,1816,2020.0,Possession of,920.0
972,9251.0,Rarotonga,1816,2020.0,Part of,925.0
973,9252.0,Northern Cook Is.,1901,2020.0,Possession of,925.0
974,9253.0,Niue I.,1904,1974.0,Colony of,920.0
975,9301.0,Chesterfield Is.,1878,2020.0,Part of,930.0
976,9321.0,Wallis and Futuna Is.,1887,1961.0,Protectorate of,220.0
977,9321.0,Wallis and Futuna Is.,1887,1961.0,Part of,930.0
978,9322.0,Uvea,1887,2020.0,Part of,9321.0
979,9323.0,Tua (Singave),1888,2020.0,Part of,9321.0
980,9324.0,Alo (Futuna),1888,2020.0,Part of,9321.0
981,9351.0,Vemarana (Espiritu Santo),1906,1980.0,Part of,935.0
982,9451.0,Banaba I. (Ocean I.),1900,1916.0,Possession of,200.0
983,9452.0,Christmas Is.,1888,1916.0,Possession of,200.0
984,9453.0,Fanning I.,1888,1916.0,Possession of,200.0
985,9454.0,Teraina (Washington I.),1889,1916.0,Possession of,200.0
986,9462.0,Malden I.,1856,1979.0,Claimed by,2.0
987,9463.0,Starbuck I.,1856,1979.0,Claimed by,2.0
988,9464.0,Vostok I.,1856,1979.0,Claimed by,2.0
989,9465.0,Flint I.,1856,1979.0,Claimed by,2.0
990,9466.0,Caroline I.,1868,1979.0,Claimed by,200.0
991,9501.0,Rotuma I.,1881,2020.0,Part of,950.0
992,9551.0,Vava'u,1833,2020.0,Part of,955.0
993,9552.0,Tongatapu,1845,2020.0,Part of,955.0
994,9553.0,Ha'apai,1845,2020.0,Part of,955.0
995,9601.0,Society Is.,1903,2020.0,Part of,960.0
996,9602.0,Marquesas Is.,1903,2020.0,Part of,960.0
997,9603.0,Tuamotu Is.,1903,2020.0,Part of,960.0
998,9604.0,Gambier Is.,1886,2020.0,Part of,960.0
999,9605.0,Tubuai Is. (Austral Is.),1903,2020.0,Part of,960.0
1000,9606.0,Tahiti,1843,2020.0,Part of,9601.0
1001,9610.0,Clipperton I.,1858,1931.0,Occupied by,220.0
1002,9610.0,Clipperton I.,1897,1931.0,Occupied by,70.0
1003,9620.0,Pitcairn Is.,1839,2020.0,Colony of,200.0
1004,9621.0,Ducie I.,1903,2020.0,Part of,9620.0
1005,9720.0,Wake I.,1898,1941.0,Colony of,2.0
1006,9730.0,Midway Is.,1859,2020.0,Dependency of,2.0
1007,9740.0,Palmyra Is.,1912,1960.0,Part of,4.0
1008,9750.0,Johnston I.,1858,1934.0,Claimed by,2.0
1009,9760.0,Kingman Reef,1860,1922.0,Claimed by,2.0
1010,9771.0,Baker I.,1886,1935.0,Claimed by,200.0
1011,9772.0,Jarvis I.,1889,1935.0,Claimed by,200.0
1012,9960.0,Australian Antarctic Territory,1841,1933.0,Claimed by,200.0
1013,9971.0,Adelie Land,1840,1955.0,Claimed by,220.0
1014,9972.0,St. Paul and New Amsterdam Is.,1843,1955.0,Possession of,220.0
1015,9973.0,Kerguelen Is.,1893,1955.0,Possession of,220.0
1016,9974.0,Crozet Is.,1816,1955.0,Possession of,220.0
1017,9981.0,Palmer Antarctic Territory,1908,1962.0,Claimed by,1163.0
1018,9982.0,South Orkney Is.,1833,1962.0,Part of,1163.0
1019,9983.0,South Shetland Is.,1833,1962.0,Part of,1163.0
1020,9984.0,South Sandwich Is.,1908,1985.0,Part of,1163.0
1021,9993.0,Bouvet I.,1816,1927.0,Discovered,
1022,9994.0,Ross Dependency,1841,1923.0,Discovered,
1023,9998.0,Concessions in China,1846,1949.0,International,
1024,,Abyssinia,,,,
1025,,Anglo-Egyptian Sudan,,,,
1026,,Antarctica,,,,
1027,,Arabia,,,,
1028,,Ascension Island,,,,
1029,,Austria - Hungary ,,,,
1030,,Azores,,,,
1031,,Baker Island,,,,
1032,,Bechuanaland,,,,
1033,,Belgian Congo ,,,,
1034,,Bouvet Island,,,,
1035,,British Burma,,,,
1036,,British East Africa,,,,
1037,,British Guyana,,,,
1038,,British Honduras,,,,
1039,,British Malaya,,,,
1040,,British Somaliland,,,,
1041,,British Virgin Islands,,,,
1042,,Cabo Verde,,,,
1043,,Cameroons,,,,
1044,,Canary Island,,,,
1045,,Caroline Islands,,,,
1046,,Caroline Islands,,,,
1047,,Cayman Islands,,,,
1048,,Ceylon,,,,
1049,,Chagos Islands,,,,
1050,,China,,,,
1051,,Chosen (Korea),,,,
1052,,Christmas Island,,,,
1053,,Cocos Islands,,,,
1054,,Colombia,,,,
1055,,Cook Islands,,,,
1056,,Cyprus,,,,
1057,,Dominican Republic,,,,
1058,,Dominion of Canada,,,,
1059,,Dutch East Indies,,,,
1060,,Dutch Guiana,,,,
1061,,Egypt,,,,
1062,,Ellice Island,,,,
1063,,Falkland Islands,,,,
1064,,Faroe Islands,,,,
1065,,Formosa (Japan),,,,
1066,,French equatorial Africa,,,,
1067,,French Guiana,,,,
1068,,French Guinea,,,,
1069,,French Indo China,,,,
1070,,French Somaliland,,,,
1071,,French Southern Territories,,,,
1072,,French Sudan,,,,
1073,,German East Africa,,,,
1074,,German New Guinea,,,,
1075,,German Samoa Island ,,,,
1076,,German South west Africa,,,,
1077,,Gilbert Islands,,,,
1078,,Glorioso Islands,,,,
1079,,Gold Coast,,,,
1080,,Guernsey,,,,
1081,,Heard Island and McDonald Islands,,,,
1082,,Howland Island,,,,
1083,,Isle of Man,,,,
1084,,Jan Mayen,,,,
1085,,Jarvis Island,,,,
1086,,Jersey,,,,
1087,,Juan De Nova Island,,,,
1088,,Luxembourg,,,,
1089,,Madagascar,,,,
1090,,Madeira,,,,
1091,,Maldives,,,,
1092,,Marshall Islands,,,,
1093,,Midway Islands,,,,
1094,,NAME,,,,
1095,,Nauru,,,,
1096,,New Caledonia,,,,
1097,,New Hebrides Island,,,,
1098,,Nigeria,,,,
1099,,Niue,,,,
1100,,Norfolk Island,,,,
1101,,Northern Mariana Islands,,,,
1102,,Nyasaland,,,,
1103,,Oman,,,,
1104,,Pelew,,,,
1105,,Persia,,,,
1106,,Pitcairn,,,,
1107,,Portuguese East Africa ,,,,
1108,,Portuguese Timor,,,,
1109,,Portuguese West Africa,,,,
1110,,Réunion,,,,
1111,,Rhodesia,,,,
1112,,Rio De Oro,,,,
1113,,Rumania,,,,
1114,,Russian Federation,,,,
1115,,Saint Lucia,,,,
1116,,Saint Vincent and the Grenadines,,,,
1117,,Samoa,,,,
1118,,Siam,,,,
1119,,Solomon Islands,,,,
1120,,South Africa ,,,,
1121,,South Georgia and South Sandwich Islands,,,,
1122,,Spanish  Morocco,,,,
1123,,St. Christopher Islands,,,,
1124,,St. Thomas Island,,,,
1125,,Svalbard,,,,
1126,,Sydney Miquelon Island,,,,
1127,,Territory Of Alaska,,,,
1128,,Territory of Hawaii,,,,
1129,,Territory of Papua,,,,
1130,,Togo,,,,
1131,,Tokelau,,,,
1132,,Tonga,,,,
1133,,Trinidad ,,,,
1134,,Tripoli,,,,
1135,,Tuamotu Archipelago,,,,
1136,,Tunis,,,,
1137,,Turkey,,,,
1138,,United States,,,,
1139,,US Virgin Islands,,,,
1140,,Wake Island,,,,
1141,,Wallis and Futuna,,,,
