,GPH_code,QGIS_PlaceName,start_year,end_year,GPH_status,sovereign_GPH_code
435,3376.0,Nakhichevan,1816,1990.0,Part of,365.0
436,3378.0,Porkkala,1816,1917.0,Part of,365.0
437,3379.0,Aland Is.,1854,1917.0,Part of,365.0
438,3380.0,Hangö,1816,1917.0,Part of,365.0
439,3381.0,Elba,1861,1944.0,Part of,325.0
440,3386.0,Svalbard Is.,1816,1925.0,Discovered,
441,3387.0,Jan Mayen Is.,1816,1921.0,Discovered,
442,3461.0,Bosnia,1816,2020.0,Part of,640.0
443,3462.0,Herzegovina,1816,2020.0,Part of,640.0
444,3471.0,Novi Pazar,1913,2020.0,Part of,345.0
445,3481.0,Brda,1855,1918.0,Part of,341.0
446,3501.0,Western Thrace,1816,1919.0,Part of,640.0
447,3502.0,Mount Athos,1913,2020.0,Dependency of,350.0
448,3503.0,New Greece,1913,2020.0,Part of,350.0
449,3504.0,Samos,1913,2020.0,Part of,350.0
450,3505.0,Lemnos,1913,2020.0,Part of,350.0
451,3521.0,UN Buffer Zone in Cyprus,1878,1974.0,Part of,352.0
452,3551.0,Eastern Rumelia,1885,2020.0,Part of,355.0
453,3592.0,Gagauzia,1816,1994.0,Part of,359.0
454,3652.0,Altai Republic,1864,1991.0,Part of,365.0
455,3653.0,Bashkir Republic,1816,1992.0,Part of,365.0
456,3654.0,Buryatia,1816,1923.0,Colony of,365.0
457,3655.0,Karelia Republic,1816,1941.0,Part of,365.0
458,3691.0,Western Ukraine,1867,1918.0,Part of,300.0
459,3692.0,Northeren Russia,1816,1918.0,Part of,365.0
460,3693.0,Republic of the Don,1816,1918.0,Part of,365.0
461,3694.0,Odessa,1816,1918.0,Part of,365.0
462,3695.0,Crimea,1816,1954.0,Part of,365.0
463,3696.0,Novorossiya,1829,1917.0,Part of,365.0
464,3697.0,Donetsk,1816,1918.0,Part of,365.0
465,3698.0,Luhansk,1816,1918.0,Part of,365.0
466,3712.0,Artsakh (Republic of Karabakh),1816,1918.0,Part of,365.0
467,3721.0,Abkhazia,1864,1918.0,Part of,365.0
468,3722.0,South Ossetia,1816,1918.0,Part of,365.0
469,3723.0,Adjara,1878,1918.0,Part of,365.0
470,3761.0,Chechen Republic,1859,1917.0,Part of,365.0
471,3762.0,"Ingushetia, Republic of",1816,1917.0,Colony of,365.0
472,3805.0,Sweden-Norway Neutral Zone,1905,2020.0,Neutral or demilitarized zone of,380.0
473,3901.0,Bornholm I.,1816,2020.0,Part of,390.0
474,4031.0,Principe,1816,1995.0,Part of,403.0
475,4041.0,Cacheu,1879,2020.0,Part of,404.0
476,4042.0,Bissau,1879,2020.0,Part of,404.0
477,4043.0,Oio,1905,2020.0,Part of,404.0
478,4050.0,St. Helena,1816,2020.0,Colony of,200.0
479,4051.0,Longwood,1816,2020.0,Part of,4050.0
480,4051.0,Longwood,1858,2020.0,Possession of,220.0
481,4060.0,Tristan da Cunha,1816,1938.0,Possession of,200.0
482,4070.0,Ascension I.,1816,1922.0,Possession of,200.0
483,4111.0,Annobon I.,1855,2020.0,Part of,411.0
484,4112.0,Corisco I.,1858,2020.0,Part of,411.0
485,4322.0,Timbuctu,1892,2020.0,Part of,432.0
486,4323.0,Bambuk,1887,1960.0,Part of,432.0
487,4324.0,Dinguiray,1893,2020.0,Part of,438.0
488,4325.0,Kaarta,1904,2020.0,Part of,432.0
489,4326.0,Macina,1895,2020.0,Part of,432.0
490,4327.0,Segu,1895,2020.0,Part of,432.0
491,4328.0,Sikasso,1898,2020.0,Part of,432.0
492,4331.0,Futa Toro,1895,2020.0,Part of,433.0
493,4332.0,Futa Bondu,1895,2020.0,Part of,433.0
494,4333.0,Cayor,1895,2020.0,Part of,433.0
495,4334.0,Rip,1895,2020.0,Part of,433.0
496,4335.0,Saloum,1895,1958.0,Part of,430.0
497,4336.0,Sine,1895,1958.0,Part of,430.0
498,4337.0,Walo,1895,1958.0,Part of,430.0
499,4338.0,Goree,1859,2020.0,Part of,433.0
500,4341.0,Old Dahomey,1904,2020.0,Part of,434.0
501,4342.0,Gun,1894,2020.0,Part of,434.0
502,4343.0,Ketu,1886,2020.0,Part of,434.0
503,4344.0,Grand Popo,1894,2020.0,Part of,434.0
504,4345.0,Ouidah,1894,2020.0,Part of,434.0
505,4346.0,Anecho (Little Popo),1884,1922.0,Part of,460.0
506,4347.0,Cotonou,1894,2020.0,Part of,434.0
507,4348.0,Porto Novo,1894,2020.0,Part of,434.0
508,4349.0,Ajuda,1816,1961.0,Possession of,235.0
509,4351.0,Adrar,1909,2020.0,Part of,435.0
510,4352.0,Brakna,1904,2020.0,Part of,435.0
511,4353.0,Tagant,1905,2020.0,Part of,435.0
512,4354.0,Trarza,1904,2020.0,Part of,435.0
513,4361.0,Aïr,1904,2020.0,Part of,436.0
514,4362.0,Zinder,1904,2020.0,Part of,436.0
515,4371.0,Odienne,1898,2020.0,Part of,437.0
516,4372.0,Grand Bassam,1871,2020.0,Part of,437.0
517,4373.0,Assini,1871,2020.0,Part of,437.0
518,4382.0,Kankan,1895,1958.0,Part of,430.0
519,4391.0,Gurma,1895,1958.0,Part of,430.0
520,4392.0,Kong,1898,1958.0,Part of,430.0
521,4394.0,Mamprussi,1895,1958.0,Part of,430.0
522,4395.0,Ouga Dougou,1896,1958.0,Part of,430.0
523,4396.0,Yatenga,1895,1958.0,Part of,430.0
524,4397.0,Busuma,1895,1958.0,Part of,430.0
525,4398.0,Riziam,1895,1958.0,Part of,430.0
526,4501.0,Maryland,1857,2020.0,Part of,450.0
527,4512.0,Aku,1880,2020.0,Part of,451.0
528,4513.0,Banana Islands,1820,2020.0,Part of,451.0
529,4514.0,Bumpe,1888,2020.0,Part of,451.0
530,4515.0,Koya-Temne,1896,2020.0,Part of,451.0
531,4516.0,Shenge (Plantation Island),1888,2020.0,Part of,451.0
532,4521.0,Asante,1901,2020.0,Part of,452.0
533,4522.0,Adansi,1886,2020.0,Part of,452.0
534,4523.0,Akwamu,1874,2020.0,Part of,452.0
535,4524.0,Akwapim,1874,2020.0,Part of,452.0
536,4525.0,Akyem,1874,2020.0,Part of,452.0
537,4526.0,Dagomba,1899,2020.0,Part of,452.0
538,4526.0,Dagomba,1899,2020.0,Part of,460.0
539,4527.0,Denkyira,1874,2020.0,Part of,452.0
540,4528.0,Fante,1874,2020.0,Part of,452.0
541,4529.0,Ga,1874,2020.0,Part of,452.0
542,4531.0,Gonja,1899,2020.0,Part of,452.0
543,4532.0,Gyamen,1895,2020.0,Part of,452.0
544,4533.0,Wassa,1874,2020.0,Part of,452.0
545,4534.0,Danish Posts (Gold Coast),1850,2020.0,Part of,452.0
546,4535.0,Dutch Posts (Gold Coast),1872,2020.0,Part of,452.0
547,4536.0,Northern Territories (Gold Coast),1901,2020.0,Part of,452.0
548,4711.0,Bamum (Bamoun),1884,1919.0,Part of,470.0
549,4821.0,Bangassou,1906,2020.0,Part of,482.0
550,4822.0,Rafai,1906,2020.0,Part of,482.0
551,4823.0,Zemio,1906,2020.0,Part of,482.0
552,4832.0,Wadai,1913,2020.0,Part of,483.0
553,4841.0,Bateke (Anziku),1882,2020.0,Part of,484.0
554,4842.0,Loango,1882,2020.0,Part of,484.0
555,4902.0,Mwata Yamvo (Lunda),1895,2020.0,Part of,490.0
556,4903.0,Kalagne,1885,2020.0,Part of,490.0
557,4904.0,Baluba,1892,2020.0,Part of,490.0
558,4905.0,Katanga,1885,1960.0,Part of,490.0
559,4906.0,Kasai,1816,1960.0,Part of,490.0
560,4907.0,Msiri (Yeke),1899,2020.0,Part of,490.0
561,4908.0,Azande,1895,2020.0,Part of,490.0
562,4909.0,Mangbetu,1895,2020.0,Part of,490.0
563,4910.0,Kuba,1910,2020.0,Part of,490.0
564,5001.0,Buganda,1894,2020.0,Part of,500.0
565,5002.0,Ankole,1901,1967.0,Part of,500.0
566,5003.0,Bunyoro,1899,2020.0,Part of,500.0
567,5004.0,Busoga,1894,2020.0,Part of,500.0
568,5005.0,Butoro,1894,2020.0,Part of,500.0
569,5006.0,Rwenzururu,1894,1962.0,Part of,500.0
570,5012.0,Mombassa,1887,1963.0,Part of,5011.0
571,5013.0,Pate,1887,1963.0,Part of,5011.0
572,5018.0,Wanga (Wanga Kingdom),1887,2020.0,Part of,501.0
573,5101.0,Ha,1898,2020.0,Part of,510.0
574,5102.0,Haya,1898,2020.0,Part of,510.0
575,5103.0,Hehe,1898,2020.0,Part of,510.0
576,5104.0,Karagwe,1898,2020.0,Part of,510.0
577,5105.0,Urambo,1891,2020.0,Part of,510.0
578,5107.0,North Gwangara,1898,2020.0,Part of,510.0
579,5108.0,South Gwangara,1898,2020.0,Part of,510.0
580,5200.0,Italian Somaliland,1905,1936.0,Colony of,325.0
581,5202.0,Oltre Giuba,1895,1925.0,Part of,501.0
582,5204.0,Obbia,1905,1960.0,Part of,5200.0
583,5206.0,Puntland,1905,1960.0,Part of,5200.0
584,5207.0,Mogadishu,1892,2020.0,Part of,5200.0
585,5208.0,Merca,1890,2020.0,Part of,5200.0
586,5209.0,Barawa,1889,2020.0,Part of,5200.0
587,5211.0,Warsheikh,1900,2020.0,Part of,5200.0
588,5221.0,Tadjoura,1884,2020.0,Part of,522.0
589,5222.0,Obock,1884,2020.0,Part of,522.0
590,5301.0,Amhara,1855,2020.0,Part of,530.0
591,5302.0,Gondar,1855,2020.0,Part of,530.0
592,5303.0,Shewa,1855,2020.0,Part of,530.0
593,5304.0,Tigray,1855,2020.0,Part of,530.0
594,5305.0,Gojjam,1855,2020.0,Part of,530.0
595,5306.0,Harar,1884,2020.0,Part of,530.0
596,5307.0,"Jijega, Reserve Areas and Haud",1887,1942.0,Part of,530.0
597,5309.0,Kaffa,1897,2020.0,Part of,530.0
598,5321.0,Limmu-Ennarea,1891,2020.0,Part of,530.0
599,5322.0,Jimma-Kakka (Jimma Abba Jifar),1884,1932.0,Vassal of,530.0
600,5323.0,Gera,1887,2020.0,Part of,530.0
601,5324.0,Gomma,1886,2020.0,Part of,530.0
602,5325.0,Guma,1885,2020.0,Part of,530.0
603,5331.0,Assab,1882,1936.0,Part of,531.0
604,5332.0,Awsa Sultanate,1816,1936.0,Sovereign (unrecognized),
605,5401.0,Chokwe,1816,1917.0,Unknown,
606,5402.0,Ovimbundu,1903,2020.0,Part of,540.0
607,5411.0,Kionga,1891,1916.0,Part of,510.0
608,5515.0,Maseko Ngoni,1899,2020.0,Part of,541.0
609,5516.0,Shangane (Gaza Empire),1895,2020.0,Part of,541.0
610,5522.0,Ndebele (Matabeleland),1890,1923.0,Colony of,200.0
611,5523.0,Mashona,1890,1923.0,Colony of,200.0
612,5525.0,Mpezeni Ngoni,1898,2020.0,Part of,553.0
613,5526.0,Kamanga,1898,2020.0,Part of,553.0
614,5532.0,Ciwere (Chewa),1891,2020.0,Part of,553.0
615,5601.0,Zulu,1910,2020.0,Part of,560.0
616,5606.0,Prince Edward and Marion Is.,1816,1919.0,Possession of,200.0
617,5611.0,"Griqualand, West",1910,2020.0,Part of,560.0
618,5612.0,British Bechuanaland,1910,2020.0,Part of,560.0
619,5615.0,Lydenburg Republic,1910,2020.0,Part of,560.0
620,5618.0,Zoutpansberg,1910,2020.0,Part of,560.0
621,5651.0,Walvis Bay,1910,1922.0,Part of,560.0
622,5711.0,Bamangwato,1895,2020.0,Part of,571.0
623,5797.0,Menabe,1834,2020.0,Part of,5796.0
624,5798.0,Antaimoro,1823,2020.0,Part of,5796.0
625,5801.0,Nossi Be,1896,2020.0,Part of,580.0
626,5802.0,Diego Suarez,1896,2020.0,Part of,580.0
627,5803.0,St. Marie de Madagascar,1896,2020.0,Part of,580.0
628,5804.0,Tromelin I.,1816,1954.0,Part of,591.0
629,5805.0,Bassas Da India I.,1897,2020.0,Possession of,220.0
630,5806.0,Europa I.,1897,2020.0,Possession of,220.0
631,5807.0,Juan de Nova I.,1897,2020.0,Possession of,220.0
632,5808.0,Glorioso I.,1892,2020.0,Possession of,220.0
633,5809.0,Fort Dauphin,1825,2020.0,Part of,580.0
634,5811.0,Grand Comoro,1886,1975.0,Part of,581.0
635,5812.0,Mayotte,1886,1975.0,Part of,581.0
636,5813.0,Anjouan,1912,1947.0,Colony of,220.0
637,5901.0,Rodrigues I.,1816,2002.0,Possession of,590.0
638,5902.0,Agalega Is.,1816,2020.0,Possession of,590.0
639,5903.0,Cargados Carajos Shoals,1820,2020.0,Possession of,590.0
640,5920.0,British Indian Ocean Territory (Chagos Archipelago),1816,1965.0,Part of,590.0
641,6001.0,Oujda,1910,2020.0,Part of,600.0
642,6021.0,Southern zone of Spanish Morocco,1912,1956.0,Part of,602.0
643,6023.0,Republic of the Rif,1912,1921.0,Part of,602.0
644,6030.0,Tetuan,1862,2020.0,Part of,600.0
645,6061.0,Alhucemas,1913,1956.0,Part of,602.0
646,6062.0,Ceuta,1913,1956.0,Part of,602.0
647,6063.0,Chafarinas,1913,1956.0,Part of,602.0
648,6064.0,Melilla,1913,1956.0,Part of,602.0
649,6065.0,Penon de Velez,1913,1956.0,Part of,602.0
650,6066.0,Morocco-Melilla Neutral Zone,1912,1956.0,Part of,602.0
651,6067.0,Captaincy-general of north Africa,1913,1956.0,Part of,602.0
652,6152.0,Kabylie,1847,2020.0,Part of,615.0
653,6161.0,Bizerte,1816,2020.0,Part of,616.0
654,6202.0,Cyrenaica,1912,1919.0,Part of,620.0
655,6203.0,Tripolitania,1912,1919.0,Part of,620.0
656,6251.0,Darfur,1898,1916.0,Sovereign (unrecognized),
657,6253.0,Kordofan,1898,1994.0,Part of,625.0
658,6255.0,Shilluk,1882,2020.0,Part of,626.0
659,6301.0,Mahabad,1816,1946.0,Part of,630.0
660,6302.0,Iranian Azerbaijan,1816,1945.0,Part of,630.0
661,6303.0,Gilan,1816,1920.0,Part of,630.0
662,6304.0,Khuzestan,1816,1925.0,Part of,630.0
663,6305.0,Bushire,1816,1915.0,Part of,630.0
664,6306.0,Bandar Abbas,1868,2020.0,Part of,630.0
665,6309.0,Kharg I.,1838,2020.0,Part of,630.0
666,6401.0,Cilicia,1816,1918.0,Part of,640.0
667,6402.0,Western Anatolia,1816,1918.0,Part of,640.0
668,6404.0,Adalia,1816,1919.0,Part of,640.0
669,6405.0,Dardanelles-Istanbul,1816,1919.0,Part of,640.0
670,6511.0,Gaza,1816,1918.0,Part of,640.0
671,6512.0,Sinai,1816,1956.0,Part of,651.0
672,6514.0,Suez Canal Zone,1816,2020.0,Part of,651.0
673,6521.0,Golan Heights,1816,1967.0,Part of,652.0
674,6523.0,Rouad I.,1816,1916.0,Part of,640.0
675,6524.0,Damascus,1816,1920.0,Part of,640.0
676,6525.0,Aleppo,1816,1920.0,Part of,640.0
677,6526.0,Latakia (Alaouites),1816,1920.0,Part of,640.0
678,6800.0,Socotra I.,1816,1967.0,Possession of,6846.0
679,6802.0,Perim I.,1857,1937.0,Possession of,200.0
680,6821.0,Lahej,1874,1937.0,Part of,682.0
681,6822.0,Aqrabi,1888,1937.0,Part of,682.0
682,6823.0,Dhala,1904,1937.0,Part of,682.0
683,6824.0,Radfan,1816,1937.0,Unknown,
684,6825.0,Alawi,1872,1937.0,Part of,682.0
685,6826.0,Haushabi,1895,1937.0,Part of,682.0
686,6827.0,Maflahi,1850,1962.0,Part of,6829.0
687,6828.0,Shaibi,1874,1937.0,Part of,682.0
688,6829.0,Upper Yafai,1903,1937.0,Part of,682.0
689,6831.0,Lower Yafai,1895,1937.0,Part of,682.0
690,6832.0,Fadhli,1888,1937.0,Part of,682.0
691,6833.0,Beihan,1874,1937.0,Part of,682.0
692,6834.0,Audhali,1890,1937.0,Part of,682.0
693,6835.0,Upper Aulaqi (Sultanate),1890,1937.0,Part of,682.0
694,6836.0,Upper Aulaqi (Sheikhdom),1890,1937.0,Part of,682.0
695,6837.0,Lower Aulaqi,1888,1937.0,Protectorate of,682.0
696,6838.0,Dathina Confederation,1874,1937.0,Part of,682.0
697,6841.0,Wahidi,1881,1937.0,Part of,682.0
698,6842.0,Haura,1902,1937.0,Part of,682.0
699,6843.0,Irqa,1890,1937.0,Part of,682.0
700,6844.0,Kathiri of Seiyun,1888,1937.0,Part of,682.0
701,6845.0,Quaiti of Shihr and Mukalla,1888,1937.0,Part of,682.0
702,6846.0,Mahri of Qishn and Socotra,1886,1937.0,Part of,682.0
703,6959.0,Buraimi Neutral Zone,1816,1949.0,Part of,6961.0
704,6961.0,Abu Dhabi,1820,1971.0,Part of,696.0
705,6962.0,Dubai,1835,1971.0,Part of,696.0
706,6963.0,Sharjah,1820,1971.0,Part of,696.0
707,6964.0,Kalba,1903,1936.0,Protectorate of,200.0
708,6965.0,Ajman,1820,1971.0,Part of,696.0
709,6966.0,Umm al Qawain,1820,1971.0,Part of,696.0
710,6967.0,Ras al Khaimah,1900,1921.0,Part of,6963.0
711,6968.0,Fujairah,1886,1952.0,Protectorate of,200.0
712,6971.0,Abu Musa I.,1816,1971.0,Part of,6963.0
713,6981.0,Inner Oman,1913,1955.0,Part of,698.0
714,6982.0,Kuria Muria Is.,1854,1967.0,Possession of,200.0
715,6983.0,Oman-Sharjah Neutral Zone,1816,1969.0,Part of,6963.0
716,7001.0,Kabul,1842,2020.0,Part of,700.0
717,7002.0,Kandahar,1841,2020.0,Part of,700.0
718,7003.0,Herat,1863,2020.0,Part of,700.0
719,7004.0,Badakhshan,1881,2020.0,Part of,700.0
720,7010.0,Kokand,1876,1991.0,Part of,365.0
721,7020.0,Bokhara,1868,1991.0,Part of,365.0
722,7021.0,Gorno Badakhshan,1895,1925.0,Claimed by,710.0
723,7021.0,Gorno Badakhshan,1895,1925.0,Claimed by,365.0
724,7021.0,Gorno Badakhshan,1895,1925.0,Claimed by,700.0
725,7030.0,Khiva,1873,1920.0,Protectorate of,365.0
726,7031.0,Karakalpakstan,1873,1936.0,Part of,365.0
727,7040.0,Kazakh Lesser Horde,1824,1991.0,Part of,365.0
728,7050.0,Kazakh Middle Horde,1822,1991.0,Part of,365.0
729,7060.0,Kazakh Horde of Bukey,1845,1991.0,Part of,365.0
730,7070.0,Kazakh Greater Horde,1848,1991.0,Part of,365.0
731,7100.0,Spratley Is.,1816,1933.0,Discovered,
732,7101.0,Ping-nan,1873,2020.0,Part of,710.0
733,7102.0,Jungaria,1876,2020.0,Part of,710.0
734,7103.0,Kashgar,1878,2020.0,Part of,710.0
735,7104.0,Kwangtung Territory (Leased),1905,1945.0,Leased to,740.0
736,7105.0,Weihaiwei,1898,1930.0,Leased to,200.0
737,7106.0,Tientsin,1860,1937.0,Leased to,9998.0
738,7107.0,Anhwei-Fukien,1816,1917.0,Part of,710.0
739,7108.0,Yangtze Valley,1816,1917.0,Part of,710.0
740,7109.0,Yunnan,1816,1917.0,Part of,710.0
741,7110.0,Kwanchowan,1898,1943.0,Leased to,220.0
742,7110.0,Kwanchowan,1898,1946.0,Part of,810.0
743,7111.0,Manchuria,1907,1917.0,Part of,710.0
744,7111.0,Manchuria,1905,1932.0,Occupied by,740.0
745,7112.0,Szechwan (Sichuan),1912,1949.0,Part of,713.0
746,7113.0,Chinghai (Tsinghai),1816,1928.0,Part of,710.0
747,7114.0,Xinjiang (Sinkiang),1816,1937.0,Part of,710.0
748,7118.0,Ningxia,1816,1958.0,Part of,710.0
749,7121.0,Inner Mongolia,1816,1937.0,Part of,710.0
750,7131.0,Diaoyu (Senkaku) Is.,1895,1945.0,Occupied by,740.0
751,7302.0,Kaesong,1816,1945.0,Part of,730.0
752,7311.0,Sinuiju,1816,1948.0,Part of,730.0
753,7312.0,Kumgangsan,1816,1948.0,Part of,730.0
754,7351.0,Southern Sakhalin I.,1905,1946.0,Colony of,740.0
755,7352.0,Vladivostok,1860,1917.0,Part of,365.0
756,7399.0,Takeshima (Dokdo) I.,1905,1954.0,Part of,740.0
757,7411.0,Bonin Is.,1876,1945.0,Part of,740.0
758,7412.0,Volcano Is.,1891,1945.0,Part of,740.0
759,7413.0,Marcus I.,1898,1945.0,Part of,740.0
760,7414.0,Parece Vela I.,1816,1931.0,Discovered,
761,7415.0,Tsushima Is.,1861,2020.0,Part of,740.0
762,7500.0,Andaman and Nicobar Is.,1872,1942.0,Part of,750.0
763,7501.0,Andaman Is.,1872,2020.0,Part of,7500.0
764,7502.0,Nicobar Is.,1872,2020.0,Part of,7500.0
765,7503.0,Coromandel Coast Posts,1825,1947.0,Part of,750.0
766,7504.0,Tranquebar and Serampore,1845,1947.0,Part of,750.0
767,7505.0,Hyderabad,1816,1948.0,Vassal of,750.0
768,7507.0,Kashmir,1846,1947.0,Vassal of,750.0
769,7511.0,Bikaner,1816,1947.0,Vassal of,750.0
770,7512.0,Jaipur,1818,1947.0,Vassal of,750.0
771,7513.0,Udaipur,1818,1949.0,Vassal of,750.0
772,7514.0,Kishangarh,1818,1948.0,Vassal of,750.0
773,7515.0,Lawa,1867,1947.0,Vassal of,750.0
774,7516.0,Jodhpur,1818,1947.0,Vassal of,750.0
775,7517.0,Jaisalmer,1818,1947.0,Vassal of,750.0
776,7518.0,Dholpur,1816,1949.0,Part of,750.0
777,7519.0,Karauli,1817,1949.0,Vassal of,750.0
778,7521.0,Kotah,1817,1947.0,Vassal of,750.0
779,7522.0,Banswara,1818,1949.0,Vassal of,750.0
780,7523.0,Dungarpur,1818,1947.0,Vassal of,750.0
781,7524.0,Dartabgarh,1818,1947.0,Part of,750.0
782,7525.0,Kushalgar,1818,1947.0,Part of,750.0
783,7526.0,Bundi,1818,1949.0,Vassal of,750.0
784,7527.0,Tonk,1817,1947.0,Vassal of,750.0
785,7528.0,Pratapgarh,1818,1947.0,Vassal of,750.0
786,7529.0,Shahpura,1818,1949.0,Vassal of,750.0
787,7531.0,Kathiawar,1819,1948.0,Vassal of,750.0
788,7532.0,Holkar (Indore),1818,1950.0,Vassal of,750.0
789,7533.0,Bhopal,1818,1947.0,Vassal of,750.0
790,7534.0,Dhar,1819,1947.0,Vassal of,750.0
791,7535.0,Dewas,1818,1947.0,Vassal of,750.0
792,7536.0,Taraon,1896,1931.0,Part of,7548.0
793,7537.0,Samptar (Datia),1816,1947.0,Vassal of,750.0
794,7538.0,Rewa,1816,1947.0,Vassal of,750.0
795,7539.0,Sawantwadi,1816,1948.0,Vassal of,750.0
796,7541.0,Bilaspur,1816,1948.0,Vassal of,750.0
797,7542.0,Loharu,1816,1947.0,Vassal of,750.0
798,7543.0,Malerkotla,1816,1948.0,Vassal of,750.0
799,7544.0,Sirmur,1816,1948.0,Vassal of,750.0
800,7545.0,Suket,1816,1948.0,Vassal of,750.0
801,7546.0,Garwahl,1816,1949.0,Vassal of,750.0
802,7548.0,Bagelkhand,1871,1933.0,Vassal of,750.0
803,7549.0,Bundelkhand,1816,1948.0,Vassal of,750.0
804,7551.0,Malwa,1818,1947.0,Part of,750.0
805,7552.0,Khairpur,1838,1947.0,Vassal of,750.0
806,7553.0,Idar,1816,1947.0,Vassal of,750.0
807,7554.0,Saugor,1818,1950.0,Part of,750.0
808,7555.0,Damoh,1818,1947.0,Part of,750.0
809,7556.0,Berar,1853,1947.0,Part of,750.0
810,7557.0,Khandesh,1818,1947.0,Part of,750.0
811,7558.0,Nasik,1818,1947.0,Part of,750.0
812,7559.0,Ahmadnagar,1817,1947.0,Part of,750.0
813,7561.0,Poona,1818,1947.0,Part of,750.0
814,7562.0,Sholapur,1818,1947.0,Part of,750.0
815,7563.0,Ratnagiri,1818,1947.0,Part of,750.0
816,7564.0,Bijapur,1818,1947.0,Part of,7578.0
817,7566.0,Travancore,1816,1949.0,Part of,750.0
818,7570.0,Junagadh,1816,1948.0,Vassal of,750.0
819,7571.0,Sirohi,1823,1949.0,Part of,750.0
820,7572.0,Assam,1826,1947.0,Part of,750.0
821,7573.0,Kapurthala,1816,1947.0,Vassal of,750.0
822,7574.0,Chota Nagpur,1816,1947.0,Vassal of,750.0
823,7575.0,Kodagu (Coorg),1834,1950.0,Part of,750.0
824,7576.0,Karnal,1816,1947.0,Part of,750.0
825,7577.0,Sambalpur,1817,1947.0,Vassal of,750.0
826,7578.0,Satara,1818,1947.0,Part of,750.0
827,7579.0,Gwalior (Sindhia),1816,1948.0,Vassal of,750.0
828,7581.0,Jhansi,1858,2020.0,Part of,7579.0
829,7582.0,Rampur,1816,1947.0,Vassal of,750.0
830,7583.0,Jubbulpore,1861,2020.0,Part of,7556.0
831,7584.0,Balaghat,1854,2020.0,Part of,750.0
832,7585.0,Nagpur,1854,1947.0,Part of,750.0
833,7586.0,Oudh,1856,1947.0,Part of,750.0
834,7587.0,Manipur,1824,1947.0,Vassal of,750.0
835,7588.0,Baluchistan (Kalat),1839,1947.0,Vassal of,750.0
836,7691.0,Lahore (Sikh Empire),1849,1947.0,Part of,750.0
837,7692.0,Peshawar,1834,1947.0,Part of,750.0
838,7693.0,Sindh,1843,1947.0,Part of,750.0
839,7694.0,Bahawalpur,1833,1947.0,Vassal of,750.0
840,7701.0,Swat,1849,1947.0,Vassal of,750.0
841,7702.0,Hunza,1891,1947.0,Vassal of,750.0
842,7703.0,Nagar,1891,1947.0,Vassal of,750.0
843,7704.0,Chitral,1895,1947.0,Vassal of,750.0
844,7705.0,Dir,1895,1948.0,Vassal of,750.0
845,7706.0,Amb,1845,1948.0,Vassal of,750.0
846,7707.0,Gwadar,1816,1958.0,Possession of,698.0
847,7708.0,Azad Kashmir,1816,1947.0,Part of,7507.0
848,7709.0,Gilgit Baltistan (Northern Areas),1846,1947.0,Part of,7507.0
849,7746.0,Bawlake,1816,2020.0,Part of,7798.0
850,7747.0,Kyebogyi,1816,2020.0,Part of,7798.0
851,7748.0,Naungpale,1816,2020.0,Part of,7798.0
852,7749.0,Nammekon,1816,2020.0,Part of,7798.0
853,7751.0,Hsipaw,1887,1948.0,Protectorate of,200.0
854,7752.0,Tawngpeng,1887,1948.0,Protectorate of,200.0
855,7753.0,North Hsenwi,1888,1948.0,Protectorate of,200.0
856,7754.0,South Hsenwi,1888,1948.0,Protectorate of,200.0
857,7755.0,Mang Lon,1888,1959.0,Part of,775.0
858,7756.0,Hsamonghkam,1887,1948.0,Protectorate of,200.0
859,7757.0,Kyawkku,1887,1922.0,Protectorate of,200.0
860,7758.0,Kyong,1886,1948.0,Protectorate of,200.0
861,7759.0,Loi Ai,1816,1930.0,Part of,7771.0
862,7760.0,Loi Long,1887,1948.0,Protectorate of,200.0
863,7761.0,Loi Maw,1887,1948.0,Protectorate of,200.0
864,7762.0,Maw,1887,1934.0,Protectorate of,200.0
865,7763.0,Mawnang,1887,1948.0,Protectorate of,200.0
866,7764.0,Mawson,1887,1948.0,Protectorate of,200.0
867,7765.0,Namhkam,1816,1960.0,Part of,710.0
868,7766.0,Namtok,1887,1931.0,Protectorate of,200.0
869,7767.0,Pangmi,1887,1948.0,Protectorate of,200.0
870,7768.0,Pangtara,1887,1948.0,Protectorate of,200.0
871,7769.0,Pwehla,1887,1948.0,Protectorate of,200.0
872,7770.0,Yengan,1887,1948.0,Protectorate of,200.0
873,7771.0,Yawnghwe,1887,1948.0,Protectorate of,200.0
874,7772.0,Lawksawk,1886,1948.0,Protectorate of,200.0
875,7773.0,Wanyin,1887,1948.0,Protectorate of,200.0
876,7774.0,Samka,1887,1948.0,Protectorate of,200.0
877,7775.0,Hsahtung,1887,1948.0,Protectorate of,200.0
878,7776.0,Hopong,1887,1948.0,Protectorate of,200.0
879,7777.0,Namhkok,1887,1948.0,Protectorate of,200.0
880,7778.0,Mong Pai,1887,1948.0,Protectorate of,200.0
881,7779.0,Nawng Wawn,1887,1948.0,Protectorate of,200.0
882,7780.0,Sa-koi,1887,1948.0,Protectorate of,200.0
883,7781.0,Lai Hka,1888,1948.0,Protectorate of,200.0
884,7782.0,Mong Kung,1887,1948.0,Protectorate of,200.0
885,7783.0,Mong Nai,1887,1948.0,Protectorate of,200.0
